id,cod_depto,departamento,cod_mun,municipio,ce_menores_de_5_años,ce_mayores_de_5_años,mujeres_con_4ta_consulta_ prenatal,bcg,pentavalente_3ra_dosis,antipolio_3ra_dosis,antirotavirus_2ra_dosis,antiamarilica,vaginales,cesareas,partos_atendidos_por_proveedor_calificado,partos_atendidos_por_personal_de_salud_calificado,nacidos_vivos,nacidos_vivos_atendidos_por_personal_de_salud,nacidos_muertos,nacidos_muertos_atendidos_por_personal_de_salud
276,7,SANTA CRUZ,70707,BOYUIBE                       ,2084,3562,38,71,100,100,98,113,46,0,0,1,45,1,2,1
277,7,SANTA CRUZ,70801,VALLEGRANDE                   ,5484,19752,214,366,305,304,293,317,148,211,0,0,358,1,0,6
278,7,SANTA CRUZ,70802,TRIGAL                        ,815,2714,22,17,17,17,19,20,11,0,,,11,,,0
279,7,SANTA CRUZ,70803,MORO MORO                     ,1057,2849,33,25,36,36,39,39,12,0,0,1,12,0,0,0
280,7,SANTA CRUZ,70804,POSTRER VALLE                 ,697,2320,14,13,18,18,15,24,9,0,0,1,7,1,0,1
281,7,SANTA CRUZ,70805,PUCARA                        ,812,3088,12,5,18,18,17,22,3,0,,,3,,,0
282,7,SANTA CRUZ,70901,SAMAIPATA                     ,3826,9890,118,93,179,180,168,206,71,0,0,0,69,0,1,2
283,7,SANTA CRUZ,70902,PAMPA GRANDE                  ,3625,6533,128,144,186,190,181,214,89,0,0,0,87,2,4,3
284,7,SANTA CRUZ,70903,MAIRANA                       ,4604,9738,204,304,247,247,241,262,127,141,0,1,269,2,0,1
285,7,SANTA CRUZ,70904,QUIRUSILLAS                   ,579,1697,6,10,29,29,25,30,8,0,,,8,,,0
286,7,SANTA CRUZ,71001,MONTERO                       ,75589,168627,2468,3928,2805,2793,2964,2920,1689,2505,6,20,4136,21,1,28
287,7,SANTA CRUZ,71002,GENERAL SAAVEDRA              ,9490,11091,234,233,399,311,309,324,92,0,,,90,,,2
288,7,SANTA CRUZ,71003,MINEROS                       ,10759,8038,339,15,82,80,74,75,169,0,,,169,,,0
289,7,SANTA CRUZ,71004,FERNANDEZ ALONSO              ,8897,11729,238,146,217,218,253,190,130,0,0,2,128,0,0,1
290,7,SANTA CRUZ,71005,SAN PEDRO                     ,13178,24946,236,161,264,263,240,246,107,2,,,109,,,0
291,7,SANTA CRUZ,71101,CONCEPCION                    ,6467,7656,345,486,499,498,496,537,334,17,7,41,340,41,6,8
292,7,SANTA CRUZ,71102,SAN JAVIER(STC)               ,3304,5330,266,374,289,326,328,319,291,50,,,334,,,9
293,7,SANTA CRUZ,71103,SAN RAMON SCZ                 ,4825,8578,188,160,236,238,246,201,128,28,0,1,156,1,0,0
294,7,SANTA CRUZ,71104,SAN JULIAN                    ,28132,37043,754,967,1198,1195,1205,1213,712,96,1,10,780,11,1,11
295,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERIO        ,3967,4697,66,105,109,108,106,123,74,0,7,17,73,18,6,0
296,7,SANTA CRUZ,71106,CUATRO CAÑADAS                ,12013,17314,330,428,536,536,551,571,250,0,0,0,154,1,1,0
297,7,SANTA CRUZ,71201,SAN MATIAS                    ,6499,9771,325,386,320,322,369,362,227,40,0,14,267,16,8,0
298,7,SANTA CRUZ,71301,COMARAPA                      ,6755,16998,334,397,380,381,384,403,242,122,0,3,361,4,4,4
299,7,SANTA CRUZ,71302,SAIPINA                       ,3110,6543,84,54,112,112,109,137,44,0,,,44,,,0
300,7,SANTA CRUZ,71401,PUERTO SUAREZ                 ,6791,13452,303,419,390,371,383,427,270,132,1,3,386,3,0,5
301,7,SANTA CRUZ,71402,PUERTO QUIJARRO               ,5929,14749,496,313,380,381,384,373,228,145,0,0,369,0,1,3
302,7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ          ,1823,4035,54,117,169,169,151,148,64,0,1,6,62,7,11,2
303,7,SANTA CRUZ,71501,ASCENCION DE GUARAYOS         ,13082,12473,563,794,753,751,746,787,445,231,1,5,667,5,6,10
304,7,SANTA CRUZ,71502,URUBICHA                      ,4283,4386,75,111,154,157,155,180,91,0,0,2,91,4,0,0
305,7,SANTA CRUZ,71503,EL PUENTE(STC)                ,9108,11260,189,135,227,236,201,303,86,0,1,1,86,1,0,1
306,8,BENI      ,80101,TRINIDAD                      ,58525,229984,2744,3997,2831,2850,2781,2765,1940,1698,1,1,3636,0,8,32
307,8,BENI      ,80102,SAN JAVIER(BNI)               ,1626,4163,37,43,80,83,78,155,21,0,0,5,21,5,0,0
308,8,BENI      ,80201,RIBERALTA                     ,72167,139368,3328,3482,3071,3069,2646,2998,2359,1187,3,20,3628,23,13,44
309,8,BENI      ,80202,GUAYARAMERIN                  ,29201,63098,1101,1321,1151,1150,1076,1118,737,544,0,3,1280,3,3,10
310,8,BENI      ,80301,REYES                         ,7905,15214,266,340,376,376,330,347,159,62,2,48,219,50,0,5
311,8,BENI      ,80302,SAN BORJA                     ,25199,39738,669,1394,1238,1201,1166,1195,574,311,49,54,871,99,33,23
312,8,BENI      ,80303,SANTA ROSA                    ,4318,8628,112,268,205,204,212,279,160,6,3,15,164,18,0,2
313,8,BENI      ,80304,RURRENABAQUE                  ,10147,17688,472,608,435,435,400,449,390,189,4,15,576,19,0,8
314,8,BENI      ,80401,SANTA ANA                     ,4941,10569,418,511,467,467,454,472,271,181,4,27,447,31,1,8
315,8,BENI      ,80402,EXALTACION                    ,1019,2175,36,17,26,27,30,39,12,0,0,3,12,3,1,0
316,8,BENI      ,80501,SAN IGNACIO                   ,16225,36707,496,587,522,539,494,596,312,85,1,50,391,49,26,6
317,8,BENI      ,80601,LORETO                        ,2478,5526,69,99,116,114,121,175,10,0,3,4,8,7,6,0
318,8,BENI      ,80602,SAN ANDRES                    ,6512,15089,166,79,231,224,242,219,46,0,0,7,46,7,9,0
319,8,BENI      ,80701,SAN JOAQUIN                   ,3329,4119,110,91,151,142,122,148,26,62,,,89,,,1
320,8,BENI      ,80702,SAN RAMON BENI                ,2454,6721,86,75,112,112,115,141,54,18,,,72,,,0
321,8,BENI      ,80703,PUERTO SILES                  ,649,1874,10,5,16,15,25,31,2,0,0,1,2,1,0,0
322,8,BENI      ,80801,MAGDALENA                     ,6081,13165,203,263,319,322,308,298,168,67,3,25,229,28,3,6
323,8,BENI      ,80802,BAURES                        ,3064,7115,107,108,112,112,104,125,72,23,1,3,93,4,0,2
324,8,BENI      ,80803,HUARACAJE                     ,2233,4258,53,41,78,77,87,98,35,11,,,46,,,0
325,9,PANDO     ,90101,COBIJA                        ,30046,76558,1699,1953,1549,1548,1489,1537,936,853,,,1774,,,25
326,9,PANDO     ,90102,PORVENIR                      ,3390,6877,104,68,119,119,120,149,41,0,5,0,41,4,1,0
327,9,PANDO     ,90103,BOLPEBRA                      ,1102,2087,16,9,30,30,27,32,2,0,2,3,2,5,0,0
328,9,PANDO     ,90104,BELLA FLOR                    ,2062,3371,48,22,68,69,66,69,10,0,0,8,10,8,0,0
329,9,PANDO     ,90201,PUERTO RICO                   ,6400,13008,149,131,151,151,146,204,115,0,8,1,113,8,0,0
330,9,PANDO     ,90202,SAN PEDRO(PND)                ,1731,2326,27,20,20,20,23,23,2,0,0,15,2,17,0,0
331,9,PANDO     ,90203,FILADELFIA                    ,3793,3807,82,78,130,128,105,163,45,0,8,6,41,13,0,1
332,9,PANDO     ,90301,PUERTO GONZALO MORENO         ,5439,8929,91,118,186,184,163,183,69,0,4,20,69,24,1,0
333,9,PANDO     ,90302,SAN LORENZO(PND)              ,4573,3792,99,153,181,185,129,212,44,0,4,12,43,15,4,0
334,9,PANDO     ,90303,SENA                          ,3739,7923,120,136,149,149,146,152,98,0,3,6,97,5,1,1
335,9,PANDO     ,90401,NACEBE (SANTA ROSA DEL ABUNA) ,2328,3746,42,39,76,77,68,92,21,0,3,5,20,8,0,1
336,9,PANDO     ,90402,INGAVI (HUMAITA)              ,1107,1316,13,23,48,48,32,36,9,0,0,2,9,2,2,0
337,9,PANDO     ,90501,NUEVO MANOA (NUEVA ESPERANZA) ,1499,2198,48,32,58,58,49,62,0,0,2,8,0,9,0,0
338,9,PANDO     ,90502,VILLA NUEVA (LOMA ALTA)       ,2657,2537,36,44,61,62,62,67,2,0,3,17,2,19,0,0
339,9,PANDO     ,90503,EUREKA (SANTOS MERCADO)       ,1134,845,34,30,52,48,29,43,4,0,0,3,4,3,0,0
